"PID","Sale_Price"
916380060,259203.129532158
903204010,142440.163357266
528144020,213165.273202404
906204230,252006.720977144
528168030,296233.330748131
531369060,189721.899194467
535451100,104329.982531389
906380010,188234.520962917
527450460,106436.72314912
534277070,119863.853563759
532353050,134449.217426436
527105140,193481.910353596
908102330,121385.654276403
907135230,151523.264535123
908250030,71499.4768364161
902103090,114172.076938158
528458120,252412.728670973
535425060,167635.252830583
527404100,125888.593772228
905475160,120845.324039433
902100010,110373.956760046
534202020,133759.625591958
533251110,286378.100077211
528435050,285546.592794995
914476130,154007.929279238
924100050,139794.39950027
909428280,304528.270195167
906230020,262065.770662257
923230180,137973.502202652
907420090,182277.762830786
534250010,138227.293431612
532353020,127173.470454913
906380180,191623.745618286
531363020,144662.573913432
906230010,278066.862041367
923225300,91240.326117257
527252050,312908.924127313
923225440,87604.6611661773
907280090,249678.388973932
527183030,195885.68375522
535402220,178839.32385618
532376250,125062.683460604
914474020,191176.538992048
907275090,221504.031191097
528138030,353629.076959613
908154195,312287.946414166
527402240,151327.155329547
903228150,132280.604952311
531451020,201747.890844441
909275250,153566.034883221
903484080,62153.3027842518
534202170,142972.022531694
906225180,194404.111539372
916460110,198493.588200656
528174010,192411.536616161
528228360,212829.093216373
903233140,121889.336651966
535153150,163260.178638747
533212020,157035.129702654
909428170,212310.934602671
534129060,200471.89403935
527163080,165949.33168234
908275290,128266.771087035
903201020,140334.1782964
528431110,322720.127606144
903454060,69213.6743101378
903206120,196489.451895726
527131110,237649.561485406
906203120,296306.509906317
908102140,120805.109500607
527107210,187532.853497653
923204140,133736.028496527
527427200,191270.092114494
528186170,219091.146939999
906226070,113286.175671583
527357110,142030.918504298
534278170,139911.502012238
534427090,130983.721485654
905451390,153463.259997588
534152120,169386.433605971
535179120,119734.979997039
528435060,264128.986544569
534427140,150158.825945395
903429110,146562.943863818
535105110,166037.823510952
528366070,274419.504757146
534129040,182761.312883046
535454070,115831.529462773
903429080,155027.802198665
906226090,137040.59757701
534479130,147525.776285136
527451290,95829.8291669016
527106150,212211.137650535
916253320,226225.275338174
916455010,211245.759881202
907201220,135886.895881407
908188150,134843.817772468
527325090,191825.421220257
906402070,247997.762530444
909101010,142087.141893697
528221100,168377.727203098
528480170,245672.026754739
906475110,191444.00726781
903228080,135015.47545327
528228575,289845.314428549
907227080,125248.403895009
905109170,238962.703641906
528228545,177387.519707125
534275010,135112.982564742
903425340,124721.325026568
902128160,126897.973858609
533215040,254742.506946563
911202100,71430.4365422497
528456230,206407.169633774
535353160,114265.645736606
902100030,86220.3249150533
528174070,200423.721234249
528445070,241570.93647814
902105060,117594.026138531
909101140,142352.708273627
532354160,117156.685416948
528138060,194659.201288939
527107090,181687.858968198
904100090,162574.221325874
528458130,320973.965804447
535477130,153708.305621493
533223010,160061.068490795
528108140,382601.296979019
907202130,155581.585266933
527131030,265131.655886977
527453010,153924.087394065
907280170,212229.555058054
528172030,294834.545922041
905480210,98538.7533624384
902402010,141262.55772665
528228555,173484.202051163
902404010,149476.302916546
907253110,240433.930836286
906204150,258077.135479204
910201050,120856.273008179
528174030,194126.39817626
532476050,273913.568994449
907265030,230222.995801462
902109160,110813.134195154
903231240,104091.959567714
902103150,120265.184270331
528174040,199252.417239753
916125425,242954.398344674
531478010,113997.56215347
916403250,229046.984523264
923252080,121960.265346226
534175140,133864.39592355
902201120,103921.058102868
534276190,106743.916641788
906392090,260328.822613125
916402015,187429.866913215
905103110,127843.737375369
907203090,118210.309852275
903205085,134355.136316631
528110080,378738.635912647
903225140,130065.699547481
903458110,99197.4466683079
535325350,134560.430801397
528439010,224908.331171096
535355100,113853.712281229
905100060,140457.894583323
903231080,109345.4335535
902300110,111704.51487258
527451460,103965.170008024
535475010,145999.763802483
528174050,200041.426111414
527450250,101205.854048666
905351089,189747.050534921
535175050,142932.486862751
923226270,90505.3404816534
908226120,107346.837484523
531375130,156824.857287615
905401020,283605.327736387
527356050,139903.896708606
534478140,134720.549544777
531375120,162826.98242965
908201100,81372.3124199175
535383060,51401.841390152
534250370,286204.180923148
528116010,353879.402768163
921126030,255810.035497661
531375100,165949.489944031
535150210,137216.622093586
535327160,125882.591079414
528228440,185125.443650554
528120170,297527.787005749
527325110,194763.188283194
528108010,263717.210858412
909251170,154311.816030025
528250020,193581.760741845
527105060,193808.784307787
534426110,137648.221322193
534201250,164660.88733481
907200170,137310.21887803
908102170,147320.790559162
535126100,139446.206424117
533251130,195321.208107661
532354090,150462.866087169
905427070,236812.696026665
528250010,170890.706455407
905101490,128131.673461776
527107010,176554.122509753
534204120,148342.916440508
528480100,195591.863591578
535376010,103574.169755656
908102260,151577.174057372
534104100,198073.601762088
909250220,161651.862052297
923252075,143031.89216285
528480040,253514.250609879
903206160,165664.705141343
527106050,167686.41885675
910226060,140145.734093456
902207080,117027.932309384
535376100,113868.91440663
535450160,86882.389516086
908186070,146976.136036609
528385050,241758.999722023
903200050,85725.9244013868
903232030,88747.614355685
527163100,186884.767613903
907255020,249473.69672004
528488120,189537.618122932
527328050,166837.171986933
907192090,204416.490199566
907135170,146334.592568804
905201090,156480.052790601
905107240,169228.360247863
907126030,150946.062321497
902128150,147340.18029053
527132090,206881.717593617
534402060,149394.928047837
531477040,143187.615938008
903430060,121425.25146775
907254050,206253.490758391
902110080,140737.997324521
534451130,86181.8516821602
528363110,386914.92707031
903430040,79355.760513271
902306120,119630.315212742
528290060,157881.602129129
907202220,130702.588296873
907192120,207979.22657188
924100040,233163.490618878
527368010,232650.177825132
1007100110,133023.451129478
902405100,150504.341155424
527216050,377861.231674366
527378140,161884.353064993
528228430,203971.910907545
526353030,284502.259698932
528429110,230779.80786556
916455120,229791.092213572
535353130,111183.312825839
910205130,138690.638060322
535477090,125137.487529425
907251100,245251.833981478
527146135,294649.028064496
902328100,133508.562161646
535180120,131293.628908581
528315090,320363.256592139
532353030,147587.271303108
533130160,259119.590962703
531382070,252418.024556331
909455060,159217.942645067
909452114,209787.013975428
909276200,152728.425424752
527451540,101878.295139358
527455080,143996.518772677
528228550,172043.708932865
903236130,174205.227117472
527453070,133762.432010027
535454030,81316.690314121
907131060,167980.606323522
535425010,228515.491484014
534176250,139979.834856796
923203090,154503.246851599
923400040,182700.842603926
535452120,151823.262099024
908128100,172811.147324215
905402090,164578.151810643
907290180,141210.161960059
527210060,333777.303577789
534200030,115825.785396358
535377150,121497.416393147
902206020,60727.1313188114
532477040,272424.992669834
535301160,120028.116724223
908226130,91976.368305158
909101180,117762.927655757
914478020,130008.157572587
914476010,165347.449059659
534430050,127647.229516933
907275140,283404.982400271
527357020,164130.344692451
910203290,112142.890401953
528480180,267642.123186538
916455150,299980.885668577
911104060,63884.1146004295
906380140,180484.164762526
535101020,160160.777457359
535125070,235693.140977552
909101100,135945.872964558
908128060,184028.275511843
535477150,106427.99399374
905477010,97318.4162025452
907202050,142920.764593878
535454100,121069.341252163
535457040,132827.59513422
528315030,304139.644941672
533236040,159308.466238294
907420080,186070.267118259
535478010,141445.489038218
906420130,230106.001253548
534128100,162110.066685502
528429050,239189.108172264
528275080,193013.06368361
903426180,129842.49467596
534430080,140555.176745815
534400030,148793.192735279
534475100,124873.903878075
527108090,238815.074862201
910202050,65868.5931023282
535378020,112653.226550286
528235130,182378.614220336
907290070,169106.071787935
909129100,127536.742993991
906223080,230702.349618418
906425045,131208.262524243
905452120,127818.8678517
906226100,117370.170965527
527162130,196529.181943948
528222020,171151.500800985
908229020,92090.2056979861
531363050,143335.854090151
528482090,293320.657193442
903231060,51459.3747467929
923227080,145364.838853569
914476430,147336.105425053
528178090,389821.259281627
534178010,135026.291792971
528431020,247075.205215356
531384070,197953.121681597
911370530,253614.121298742
905401100,184224.768239529
909175080,52649.9653946619
528386040,360730.706441475
533215030,227797.672324663
527302080,235377.544295106
526301100,203764.654999617
906477110,151091.093006941
528142020,247307.880801042
903430070,95249.3458832721
527256120,434646.925193681
905451330,159752.106007409
528354060,234364.437144173
923229110,167235.098382688
528222090,181245.690370135
907290040,210827.742313838
534451050,106548.539914471
908152270,155686.66964618
526302030,148949.649006165
535382150,79625.4857078811
535180020,157300.57942138
907401080,212839.241940335
902302150,126164.786645407
535325320,130166.086884585
903233050,127232.791219313
916403020,197733.688987337
905107320,132349.628434815
528186130,368229.111652134
907181120,196574.918924472
907275030,222723.075199297
903456110,176279.548022986
906380110,244588.950557717
909425010,241596.740415938
914453045,291450.479617925
906394040,231876.245453427
904100100,209272.469665767
903233180,132133.466743055
905200350,149034.192415936
902205090,112946.258553603
528235170,216959.10137774
535151100,129537.618498873
528292040,183878.807653714
906203140,267142.822887771
910205020,79089.5888477426
533250130,281369.580262439
903225160,113891.721400763
907295040,249951.891087378
528110100,388766.88221685
532376110,135410.317214256
528290140,194039.219944515
535401140,144117.553625111
905226050,165428.520362492
534478230,153333.645147645
535451190,114839.732040502
905476160,96365.7736152697
907290140,141027.400502495
909277100,135924.482713115
904101070,188971.610482022
534427040,151383.593728629
528240020,194427.102276552
916455050,203757.270778932
903232090,149118.357180661
903226130,115694.191795563
528250070,213913.06356284
528218080,170209.207575931
528431080,241604.574299557
528431120,278924.730914331
528228375,238967.261537235
906385020,202551.996893133
908103320,125531.093218469
527105050,184882.671027142
534275170,136601.914383285
907202190,135395.338111174
534128190,238788.657114296
923227030,156816.631712219
905426100,166961.481877974
906201022,209390.653069772
905103140,161292.599053262
909251040,152558.106246649
916125360,177298.051388601
921205070,279576.667828366
906340120,290986.119482198
905427030,328142.220533929
907187080,182877.953289069
528231030,181961.486515879
911370430,327291.81245526
923203100,181466.20734392
528366040,303891.753126226
902477130,44631.2317137412
905101310,129475.124008647
528275070,226937.490402261
531380080,247750.49736471
903236010,121731.46510844
527163130,177003.244136667
909250030,103125.614171702
527105070,192526.257015014
907131120,199342.317879532
911175440,78670.6565331567
535402120,160085.341065708
908250090,107499.995653856
527107130,193134.957557574
535476360,199514.820111894
535452090,130215.005679819
535456100,119093.936932485
903401070,136195.155214446
908154235,320769.247121736
909275080,191521.800118162
528458070,202365.867898112
906380100,280094.666404318
535404080,122318.794631043
902102080,121875.388322534
533254130,175009.176550948
528439040,229716.156549546
528290120,190651.631916514
905202190,225015.601393769
902329080,127557.421517948
905226130,148007.726894765
916382100,393622.730741116
903430090,134733.012635441
903230100,111218.203047493
916386020,190800.418347489
906223110,219733.53758176
910226040,142586.267877464
535125090,197748.964034104
528108040,404026.197690862
903481120,128452.471991798
908152080,121982.482650808
531375090,132786.685647442
533350050,323696.925703159
528456190,208352.846009222
527402060,148324.384919461
906402200,326262.158651451
903454090,133786.1613526
533352075,183518.969743313
528172060,250796.438914077
904100040,135737.688056117
533130130,295156.386952286
923230040,145628.892636525
903235020,84993.8489432538
902406020,114822.976748381
903226170,126437.606258608
907175060,213332.646750007
528490080,199215.746385488
923251160,113186.608309095
527452100,132753.384752634
906204180,227078.42646812
527162180,171024.071263485
528118050,435376.663015633
905107220,159799.951535686
527212050,296118.653842146
906402060,232093.279827236
902206220,152097.59702089
528220040,173912.908824231
535402230,136239.713338549
905426010,226285.260464772
905352030,189650.805887281
906392070,197186.829030928
909275040,134095.154031493
909425130,195727.705263848
909101060,61377.6630684286
905104240,126814.7398628
909475040,238743.343818979
527105130,263430.405052059
907200230,124872.832081361
528102110,416903.049385594
531475220,149101.435109564
907280040,234518.707964051
527276150,109805.229267657
908225180,92086.1658796557
534431050,217079.555446776
909250060,204015.099534778
907410050,202441.341500903
534128020,211279.406322951
527358140,201884.349836321
909475230,304829.585524184
914476330,187671.509812659
905101450,143154.164030004
923252100,136781.027823248
533242080,181408.414621832
923228370,94830.783652489
909100150,108111.929712076
534425080,181940.663867831
909428120,205076.864519163
527108030,240145.649853318
923205015,174710.843876549
533208080,153534.258091011
526354020,195960.048703324
905101200,107192.466340419
905200260,154198.836059945
528228565,198457.814057998
534176140,161271.527006406
903231190,113081.736170554
910203020,103396.328213626
902400090,104993.038034676
528222010,262902.353793466
528102030,347254.250151899
909179020,205666.787915501
903427120,154151.785489395
907412040,187042.386892337
535353050,150464.874996573
904301410,105117.071144793
910200040,107648.649798931
905301050,280271.020498416
903457130,115093.001426555
909250230,160626.856803924
907194110,192684.959136713
527302110,213980.191210081
921205030,390039.173005299
528166120,413502.098981769
527146030,255218.630573813
535426350,146265.947347571
902206130,123242.770176508
907131190,195785.205137742
909254140,95353.7746340546
905101100,105500.51357053
528376010,315229.592865889
902329030,178910.288591606
535304170,133223.026259972
907420050,188566.55612786
535380130,131694.917272343
528429060,258694.900370227
528240040,167201.768750406
909428110,169171.076942192
909275110,182676.625252033
534276010,119550.366000055
535425040,196691.934052138
902300215,146575.80357296
916460070,208168.533277122
528429100,293068.447082091
903206170,171613.717870058
907187040,219224.283174472
923227100,136830.475244577
903453080,182842.377924321
923225260,170039.501174182
533212130,147377.983552115
907180120,218370.649961115
902306130,137138.651713382
527254070,339926.766675827
904351040,79345.0904140378
528390210,215824.496556483
909428190,208677.975162697
528363130,328355.089298349
904351280,126250.122454988
907262030,211054.057325371
923400025,162088.424101348
907295020,224057.991233773
914452090,167578.668602516
535152010,126367.206970855
909251030,141725.128357633
908228040,126901.604490699
528102090,324474.551098558
905478030,137936.927314921
535402180,112049.777550543
923202220,153087.590855671
535126010,204303.842024306
528482130,240251.938990961
909280030,215370.510282095
906380050,216964.687974377
909252110,175533.363919117
906380190,190270.374370943
534175100,165355.333628413
532476080,268813.951155064
903476090,104036.581739446
535452140,110150.293944754
527455030,134691.259396902
531452260,163777.755809216
531380110,191866.403928475
527110120,177166.045483993
535383110,98647.5411468241
908152180,140337.925673277
908186080,143780.804381318
902106010,152998.41346493
527182020,164123.301133348
535403030,133456.878751165
923201020,144000.226616517
902110120,123669.920114487
533215020,286177.706426768
906225210,159113.964798518
533208090,183955.631594968
534400050,159427.926722387
534276290,105641.264532818
528445020,224702.94425975
534403410,164067.432941184
533238045,274125.765305071
908276230,117038.200560904
908203100,96794.8033125743
531451280,221627.219931231
907180050,189446.17706542
534403050,150535.777973475
907410080,205581.877203514
527106010,221729.330417277
904302260,97041.4018979402
528290190,167446.233934101
911370500,290740.630293532
528292060,229844.131632592
535457020,170736.439675795
907227060,136302.873135577
923275010,143512.026357856
528477020,237304.412574383
923204150,122461.543616209
528106120,245594.020204778
532479050,144443.244428141
905200100,114559.485066584
528176010,466865.186224877
906394050,181065.152764973
914478045,151475.441310673
902125080,100252.437882477
528102100,245896.580193259
527212030,439897.081966796
914452060,134906.973726927
902330040,167158.561749168
531453140,143517.501011622
907227030,134561.714075785
534250335,167962.344654184
534430090,121733.554785468
527108040,236596.212380502
909254070,180479.345379723
531363080,139165.223941472
903201080,171306.469344746
916382110,331862.424065484
534429030,96471.4263865672
903475100,129094.018280467
534426040,143454.965527721
902328040,125717.629143782
528174080,213904.291596732
902400110,324334.712983427
923226150,142641.35076326
909277090,145652.365676414
907250050,290392.862250928
527254020,379058.065426725
909276010,209047.666338258
535455060,116138.366600179
903226060,159633.924993946
535325460,191984.094903195
533252020,161270.758005673
902103170,90077.8113023377
905105040,109707.256553669
908128110,173671.258417303
907202080,132472.748646917
534127230,167836.64933121
905102060,137265.834264418
528482010,250350.76816879
534430110,139849.470814579
533352150,163971.859514928
916386140,207220.755387368
908188140,130871.844724671
531451030,181232.727131752
905200490,117254.601197555
535302200,115232.702439829
907414080,172164.18116426
533241010,191650.794030501
909256060,126687.333188177
527250040,123947.746483302
527165010,191174.71579919
902300020,166809.648517095
528222080,173432.920929269
907196020,252286.623145551
531371050,174210.709660422
534276160,126451.594346854
535150280,131508.416680685
528315070,259962.883406127
907412090,193787.345160328
909254050,173743.817679158
923229100,203623.041221225
528250030,217240.264906658
527353080,169442.820271559
908152110,152343.512971742
528429090,312761.840996704
533210060,163132.868124911
527225035,215749.177283954
